uniform,normal
28.382173487739006,15.926033248902518
18.71022237455613,6.729295214570217
33.474628142939636,10.102114490255621
27.94987356234757,23.034265052546203
36.07868942828253,5.28939093736738
29.599859804103524,6.34044421535882
18.955151321171197,9.416423443741863
39.54231117965393,-0.5266169930741516
28.570964724735322,13.099456975237606
10.202982350067716,-1.8441444786166343
36.375734201598874,10.905531389536353
11.119405962589411,15.195897305921457
13.764516644197029,9.27627005037243
16.116457434861054,5.934177901384842
12.663584765789881,10.160822460420187
32.53671124456736,0.9991803876263585
17.543746393141458,1.8192232950758243
39.49771680696959,12.23117597224074
11.114571576985057,11.115992394426954
36.351371999320364,4.950931884418579
22.514677669100273,5.721617423465357
17.259143341372074,5.194317226931515
33.43144196338632,13.01735202555416
21.2569441036642,16.65494807966301
29.39553102429268,10.023148112910178
21.003607999940023,11.014361764410534
18.557231887471907,7.709085881229037
15.672904015264578,5.767105500128441
19.720730346013184,8.461905364104211
31.0861434023848,20.4550544376646
35.5044357499347,11.094657293623083
21.92910861338337,13.540297399220151
24.032214511679307,16.471917158486335
35.756707378999494,21.153819087706964
24.99664864860846,7.892604539368639
16.91543242270755,6.9511295578442684
15.39757851887423,5.156714903712922
39.88711382027328,6.016689116095919
19.266656914959874,12.087839368562713
37.954391164879794,1.6449533302675938
25.48298141396889,12.253860024669631
20.071128761765163,5.196693767743787
23.013625724200843,10.392578185447494
33.63313921648812,11.248893946200736
36.285466668062654,8.809761952204544
35.784597364969784,9.582207285038836
32.39977321676578,8.194454720571294
14.651579951099022,14.27713648380314
31.67421464663798,9.722508910599812
13.295270016473207,4.710259052047736
28.19362074006878,5.117663472505619
36.48785839942893,2.225411448715379
30.95121356031119,10.67829739772876
24.15087421835729,5.993900555265765
36.20446344344657,13.116341464705325
17.663329913225507,21.887935037433106
27.892444388544572,4.186699150214551
31.116956915036987,3.2328196128594424
14.355938548908025,11.433902138002846
20.466086313806393,13.204501310881623
28.69150045747248,5.0534563541790085
25.897488446847287,11.527936491247154
36.85754718374895,8.595335860568273
35.315395764589496,11.443420465635539
23.59661169444436,7.214120425599673
19.51481591190464,13.457467471242936
26.775646245883717,11.712808438061117
21.611111155949587,12.899344507343882
13.064824996497354,8.003254002371822
34.23992509211354,5.515211063653454
29.129587894050147,4.343931242022815
10.750533410812913,8.66849751192736
36.898997345021996,5.919149398054164
11.048179649724098,1.6449395347381426
21.902420544069646,6.209833141956784
25.68989691664239,10.021519216496173
17.250206231346805,5.987363866329214
21.474418085817092,15.546201547116105
27.88562359911243,10.140012615912697
14.355064351373876,15.94188843979755
13.404738400221646,11.618968941860693
14.435108161501748,8.811353564919086
23.078540427633435,15.806973352068008
19.88600254829239,8.013265465458996
28.367926322228502,8.499599272419909
33.503348964823346,8.057827814936973
34.184479112191845,17.866507647705784
13.082863301918799,13.214343420955187
25.216291870023923,7.410100257584739
21.019173185043392,10.179926578418167
26.97581390570479,5.111373408851299
13.661798240964485,14.097835637905881
25.82265472646418,9.963191864528133
15.274938030135646,14.63449091465176
13.340696969060437,13.262124515021457
17.13998266096815,10.066154655493882
13.919770948965699,6.828879287818775
31.1569247429127,9.314431862572246
17.85651314782234,16.590239588590784
32.53632222460765,5.882691319267518
